"","Line","Env","PH","FLW","Lg","Exs","CulmL","PnN","PedL","PnL","Flg.LL","Flg.LW","Flg.LA","SPn","FGP","GrL","GrW","LBR","X1000GW","YPP","YLD"
"370","B1207","2012WSRYT",119.9,94.4,1.2,1.3,"94.2",12.8,4.6,25.6,34,1.1,25.9,103.4,1114.8,10.4,2.5,4.2,25.2,29.9,5270.4
"371","B1208","2012WSRYT",122.9,95.3,1.2,1.3,"99.9",13.1,3,23.7,31.2,1.1,22.3,107.2,1045.9,9.6,2.4,4,23.7,27.9,4690.4
"372","A1307","2012WSRYT",121.8,91.6,1.2,1.3,"98.5",12.9,4.1,23.7,30.9,1,21.8,96.1,1005.5,9.6,2.3,4.2,26.2,28.1,4968.1
"374","A1309","2012WSRYT",123.9,93.9,5.3,1.4,"99.7",13.5,4.1,25.1,34.7,1.2,27.4,118.3,1224.5,9.5,2.3,4.1,24.3,33.3,5543.4
"375","A1310","2012WSRYT",117.5,93,1.2,1.6,"92.2",12.9,3.7,24.9,32.8,1.3,27.5,113.1,1163.2,9.4,2.3,4,24.1,31.8,5616.8
"376","A1313","2012WSRYT",109.8,88.7,1.2,1.3,"84.2",14.3,4.8,24.3,31.8,1.1,23.9,94.5,1129.2,9.7,2.4,4.2,20.9,28.1,3965.4
"377","A1314","2012WSRYT",118.6,91.6,1.2,1.3,"94.1",12.8,3.1,24.5,32.1,1.1,24.1,121.7,1175.5,9.2,2.4,3.8,22.8,30.1,5541.4
"378","A1311","2012WSRYT",122.1,83.2,1.2,1.3,"99.4",12.2,5.3,23.2,33.3,1.3,28.6,108.9,1049.9,9.7,2.3,4.2,22.3,27.2,4630.1
"379","A1312","2012WSRYT",122.5,89.5,3.3,1.4,"99.4",12.8,4.4,24,32.9,1.2,26.2,105.5,1082,10.1,2.4,4.3,23.6,29.1,4617.1
"380","M1345","2012WSRYT",114.4,100,1.2,1.9,"92.1",12.2,4,22,29.1,1.2,23.5,100.8,893.7,9.5,2.4,4,25,24.9,3348.1
"382","M1351","2012WSRYT",118,93.9,1.3,1.4,"94.4",12.1,3.2,23.4,31.6,1.1,22.9,109.8,1057.3,10.4,2.4,4.3,26.8,29.6,4478.8
"383","M1352","2012WSRYT",125.6,98.2,1.2,1.6,"101.5",11.7,2.8,24.9,30.2,1.2,23.9,104.4,1016.1,10.1,2.4,4.2,28.1,29.1,4938.1
"384","M1353","2012WSRYT",121.6,92.5,2.5,1.6,"98",12.3,3.6,24,33.2,1.2,26.3,110.1,1072,10.2,2.4,4.2,26.6,30.3,5536.1
"385","M1354","2012WSRYT",120.5,90.1,3.2,1.6,"96.9",14.2,2.8,23.8,33.3,1.1,25.2,107.6,1080.5,10.3,2.4,4.3,26.8,29.9,4863.8
"386","M1356","2012WSRYT",124.6,93.4,1.2,1.9,"100.8",11.7,3,24.5,32.9,1.1,25.3,121.7,1128.4,10.1,2.6,3.9,26.4,31.5,4762.4
"387","M1357","2012WSRYT",116.9,92,1.2,1.3,"92.7",11,3.6,23.9,34.4,1.1,26.5,123.5,1037.7,10.5,2.6,4.1,27.1,29.4,5668.1
"388","M1358","2012WSRYT",121.1,94.8,1.3,1.4,"100",12.1,4.9,22.2,30.8,1.1,22.6,110.4,959.5,9.9,2.4,4.1,25.1,26.7,4438.4
"389","M1359","2012WSRYT",130.8,93.4,3.9,1.6,"108",12.5,4.4,24.5,34.3,1.2,26.9,98.4,943.9,10.4,2.5,4.1,25,27.3,4071.8
"390","M1360","2012WSRYT",116.9,93.9,1.2,1.6,"92.9",11.3,2.1,23.8,35.1,1.1,27,101.1,956.5,11.3,2.5,4.5,29.3,28.2,5166.4
"391","M1361","2012WSRYT",118.5,96.3,1.2,1.3,"95.5",13.3,2.7,23.1,27.6,1.1,19.7,112.4,1145.1,9.6,2.5,3.9,24.3,30.8,4843.8
"393","B1209","2012WSRYT",124.1,93,3.2,1.3,"101",14,7,23.8,30.9,1.3,25.8,126.2,1312.9,9.1,2.4,3.9,21.2,32.1,4370.1
"394","B1210","2012WSRYT",117.2,90.4,1.3,1.7,"*",12.6,4.3,24.2,31.7,1.2,24.5,106.8,926.1,9.4,2.3,4.1,25.1,25.5,5102.8
"395","B1103","2012WSRYT",115,88.3,1.2,1.3,"89.6",11.9,4.3,24.7,33.3,1.1,24.6,126.4,1058.1,9.3,2.3,4,25,29.2,4977.1
"396","B1153","2012WSRYT",123.3,94.9,1.2,1.3,"101.9",12.8,3.8,22.3,31.2,1.1,23.4,104.9,1111.7,9.6,2.4,3.9,24.1,28.3,4929.8
"397","B1005","2012WSRYT",109.7,86.8,1.3,1.4,"85.5",13.4,2.9,22,27.5,1.1,20.2,100.1,1102.8,8.7,2.4,3.7,22.5,28.6,5297.8
"398","B1104","2012WSRYT",133.5,91.1,1.2,1.3,"109.9",13.4,3,25.5,36,1.2,28.6,109.8,1214.5,9.5,2.6,3.7,29,35,4885.4
"399","B1105","2012WSRYT",126.3,91.6,1.2,1.3,"102.6",11.7,3,24.6,34.9,1.2,28.2,105.6,961.9,9.6,2.4,4,26.5,26.7,4808.1
"400","B1106","2012WSRYT",114.2,93,1.3,1.4,"88.1",12.5,5,24.4,31.2,1.1,22.7,111.7,1149.1,10.4,2.3,4.7,24.5,30.7,5121.8
"402","B1107","2012WSRYT",128.9,93.9,1.3,1.7,"103.7",11.8,4.1,26.9,31.2,1.2,25.7,107.1,1015.8,10.8,2.3,4.9,23.9,29.5,5249.4
"403","B1056","2012WSRYT",122.8,82.6,1.2,1.3,"98.4",14,4.7,24.8,32.4,1.1,24.4,85,995.8,9.4,2.5,3.8,25.8,26.9,5159.1
"404","B1108","2012WSRYT",117.1,93.9,1.3,1.7,"92.9",11.9,3.9,23.6,29.2,1.1,21.6,107.5,1035.2,10,2.4,4.1,25.8,28.5,5098.1
"405","B1211","2012WSRYT",122.8,93.9,1.2,1.3,"97.4",13.5,3.2,25.6,32.3,1.1,24.1,108.5,1164.5,9.9,2.4,4.2,24.8,31.2,4931.1
"406","A1264","2012WSRYT",112,88.3,1.2,1.6,"87.1",11.7,2.3,23.9,31.1,1.3,26.6,129.2,1056.5,9.1,2.3,4,24.3,28.3,5038.8
"407","A1265","2012WSRYT",120.3,93.9,1.3,1.4,"95.8",12.5,2.9,24.6,31,1.1,23.4,106.9,1066.1,9.9,2.4,4.2,26.4,29.6,5243.8
"410","A1316","2012WSRYT",117.2,87.8,1.2,1.6,"93.1",14,5.9,24,30.7,1.2,24.8,118.8,1326.5,9.6,2.4,4,25.2,36.1,5377.1
"411","A1269","2012WSRYT",125,93.9,1.2,1.3,"99.4",13.7,4.6,26.2,33.2,1.1,23.7,111.2,1273.5,10.4,2.2,4.9,25.9,33.7,5013.4
"412","A1273","2012WSRYT",122.6,89.2,1.2,1.3,"97.4",11.3,4.2,25.5,34.3,1.3,30,101.5,904.7,10.5,2.5,4.2,28.8,27.2,5004.8
"413","A1274","2012WSRYT",109.4,86.8,1.3,1.7,"82.1",13.8,4.1,24.2,31.5,1.1,24.3,103.8,1155.6,9.6,2.4,4,24.4,31.1,5746.4
"414","A1275","2012WSRYT",113.7,89.7,1.2,1.6,"90",13.3,4.1,23.1,31.5,1.2,24.5,91.2,1077.8,9.8,2.4,4.1,26.3,29.7,5018.4
"415","A1276","2012WSRYT",130.8,91.6,3.9,1.3,"107.6",12.6,6.7,24.8,32.7,1.4,30.6,105.4,1106,10,2.5,3.9,27,30.4,5409.1
"416","A1279","2012WSRYT",122.2,90.4,1.3,1.7,"96.6",11.7,2.7,25.8,38.7,1.2,30.9,117,999,9.8,2.3,4.3,23.9,27.1,4253.4
"417","M1367","2012WSRYT",121.4,101,1.2,1.3,"98.5",11.4,5.6,23.3,33.2,1.2,26.1,103.7,1026.7,9.2,2.5,3.7,24.9,27.5,4899.8
"418","B1155","2012WSRYT",117.8,90.1,1.2,1.3,"91.4",12.1,3.2,24.6,32,1.1,24.7,109.9,996.7,9.7,2.5,3.9,26.2,28.1,4701.4
"419","B1057","2012WSRYT",123,91.1,1.2,1.6,"98.7",12.5,4.8,24.8,32.4,1.2,26.9,113.6,1098.2,10.1,2.4,4.2,26.4,30.5,4109.1
"420","B1157","2012WSRYT",126.8,93,1.2,1.3,"100.7",13.3,3.5,26.8,32.1,1.2,26.2,116.4,1232,10.6,2.5,4.3,26.8,34.9,5338.1
"421","B1011","2012WSRYT",124.1,98.6,1.2,1.3,"101.9",11.9,3.7,23.1,28.2,1.1,20.5,91.5,962.9,9.9,2.4,4.2,26.5,26.4,4668.1
"422","A1267","2012WSRYT",120,89.5,1.3,1.4,"95.3",13.1,4.2,24.6,31.4,1.1,23.4,106,1119.7,9.7,2.4,4.1,25.8,30.8,5350.4
"423","A1272","2012WSRYT",116.6,89.5,1.3,1.4,"91.1",13.1,3.3,24.6,34.9,1.2,28.2,103.5,1100.7,10.1,2.5,4.2,25.9,30,5023.1
"424","A1270","2012WSRYT",122.6,93.4,1.2,1.3,"100.3",12.1,3.9,23,31.1,1.1,22.2,110.5,1080.3,9.4,2.4,4,22.9,28.1,5240.8
"425","A1277","2012WSRYT",120,90.4,1.3,1.4,"96",12.8,5.5,24.2,31.9,1.2,25.9,110.8,1137.3,9.9,2.6,3.8,26.1,31.2,5040.1
"426","A1317","2012WSRYT",125,93.9,1.3,1.7,"101",12.6,6,25.2,30.3,1,21.5,107.1,1118.4,10,2.4,4.2,26,30.3,6003.4
"427","A1318","2012WSRYT",132.8,96.3,1.2,1.3,"110.2",12.7,5.3,24.5,28.4,1.1,21,101.1,1073.3,10.2,2.4,4.3,26,29.8,4730.4
"428","A1319","2012WSRYT",120.4,95.7,1.3,1.4,"*",13,6.6,25.3,29.7,1.1,22.2,111.1,1151,9.8,2.5,4,26.2,31.8,4851.8
"429","A1320","2012WSRYT",117.4,99.3,1.3,1.4,"92.9",12.7,2.6,23.9,28.5,1.1,20.8,103.5,1057.9,9.8,2.4,4.1,24.1,28.7,4227.8
"430","A1268","2012WSRYT",116.8,91.3,1.3,1.4,"90.6",13,4.6,25,32.9,1.1,24.2,107.5,1106.2,10,2.4,4.2,26.4,30.5,5337.4
"431","M1362","2012WSRYT",110.7,95.7,1.3,1.7,"84.8",12.8,2.7,23.6,29.1,1.3,24.6,100.4,1021.2,9.7,2.4,4.1,24.6,27.6,4033.8
"432","M1363","2012WSRYT",123.6,95.7,1.3,1.7,"98",11.8,2.3,26.1,33.7,1.3,28.9,109.2,973.2,9.5,2.4,3.9,22.5,27.2,4826.8
"433","M1347","2012WSRYT",117.2,93.4,1.2,1.3,"94.7",13.3,3.1,22.6,30.9,1,21.8,98.3,1065.9,10.1,2.3,4.4,24.6,28.9,4146.8
"434","M1364","2012WSRYT",120.5,91.3,1.3,1.4,"95.9",13.2,3,24.7,34.7,1.1,26.2,115.6,1148.6,10,2.3,4.3,25.5,30.8,4366.4
"435","M1365","2012WSRYT",111.8,83.2,1.3,1.7,"85.2",12.4,2.5,24.3,29.3,1.1,21.1,101.5,1028.3,10,2.4,4.2,24.8,28,5505.4
"436","M1368","2012WSRYT",117.9,87.8,2.5,1.6,"95.2",12.2,3.3,22.8,30.1,1.5,29.6,101.2,1005.1,9.5,2.5,3.9,28.1,29.1,4616.4
"437","M1366","2012WSRYT",123.3,96.6,1.3,1.4,"101.5",12.6,3.6,23.2,31.7,1.2,24.5,106.8,1103.7,9.6,2.4,4,24.1,29.1,5643.1
"438","B1216","2012WSRYT",118.3,93,1.2,1.3,"92.1",13,2.5,25.8,32.2,1.3,28.4,105.3,1152.7,10.4,2.6,4.1,27.6,32.4,4413.8
"439","B1007","2012WSRYT",126.1,85.9,1.3,1.4,"103.8",11.9,4.6,24.1,29.6,1.1,21.8,113,1026.4,9.6,2.3,4.2,25.6,28.3,5115.8
"441","B1008","2012WSRYT",100.4,85.9,1.3,1.4,"71.4",12.5,2.4,23.6,32.1,1.1,23.3,101.3,1017.1,9.4,2.3,4.1,20.8,27.1,4690.4
"442","B1009","2012WSRYT",110.6,87.3,1.2,1.6,"87",12.7,2.3,22.7,30.7,1.1,23.4,118.5,1096.5,9.7,2.3,4.3,23.3,28.9,4618.4
"443","B1158","2012WSRYT",127.9,94.8,1.3,2,"107.6",11.9,4.3,23.1,30,1.1,22.8,118.9,1039,9.9,2.4,4.2,23.9,27.9,5556.1
"444","B1159","2012WSRYT",125.2,93,1.2,1.3,"102.3",12.9,3.9,23.9,30.2,1.1,22.9,114.8,1176,9.6,2.4,4.1,24.7,30.8,4452.1
"445","B1160","2012WSRYT",118.2,88.3,1.2,1.9,"93",11.6,2.2,25,27.6,1.2,22.6,120.9,985.3,10,2.5,4.1,26.2,28.3,4512.4
"446","B1110","2012WSRYT",120.3,93.9,4.3,1.4,"96",12.8,2.3,24.5,27.8,1.2,23.1,98.7,1054.6,9.5,2.4,3.9,24.1,28.8,5165.8
"447","B1111","2012WSRYT",121.4,94.9,2.5,1.6,"96.4",13.1,2.1,25.2,30.9,1.2,24.9,113.5,1171.4,9.5,2.6,3.8,25.1,32.5,5157.8
"448","B1161","2012WSRYT",125.9,93.4,1.2,1.3,"102.6",11.5,3.9,24.3,31.6,1.2,25.5,102.2,889.2,9.8,2.6,3.8,27.3,25.8,4095.8
"449","B1059","2012WSRYT",122.8,88.3,1.2,1.3,"99.8",12.2,9.7,23.6,31.6,1.2,24.4,102.2,1037.9,10,2.4,4.1,28.2,29.6,6354.1
"450","B1062","2012WSRYT",111.6,90.6,1.2,1.3,"87",14.4,4.5,23.5,31.9,1.1,22.7,92.1,1045.6,10.6,2.2,4.8,23.9,28.2,5364.1
"451","B1010","2012WSRYT",122.8,94.8,1.3,1.4,"100.1",12.9,3.1,23.8,30,1.1,21.4,102.8,1071.2,10.2,2.5,4.1,25.7,29.4,5547.1
"452","B1217","2012WSRYT",125.3,101.5,1.2,1.3,"102.7",11.7,4.3,23.6,32.4,1.1,24.1,106.2,1042.5,9.6,2.5,3.9,24.3,27.8,5142.1
"453","B1218","2012WSRYT",111.7,89.5,1.3,1.4,"88.2",12.3,6.5,21.9,28.3,1.1,21,87.7,952.3,9.6,2.4,4.1,25.1,26.3,5095.8
"454","B1219","2012WSRYT",116.8,89.5,1.3,1.4,"93.4",12.2,4.7,23,31.5,1.1,23.9,107.7,1025.1,9.5,2.4,4.1,22.7,27.3,4613.4
"455","B1220","2012WSRYT",123.3,87.7,1.3,1.4,"99.9",13.2,5.3,24.4,29.1,1.1,22.4,97.9,1096.8,10.2,2.2,4.7,25.4,30.1,4873.8
"456","B1058","2012WSRYT",117.5,93,1.2,1.3,"92.9",12.6,4.5,24.4,30.7,1.1,22.4,109.6,1131.4,9.9,2.6,3.9,26.4,31.6,4936.8
"457","B1060","2012WSRYT",130.7,97.5,1.3,1.7,"106.6",12.6,2.3,26.6,30.2,1.1,21.5,112.8,1035.4,9.6,2.5,3.9,25.2,29,4678.8
"458","B1061","2012WSRYT",121.6,93.4,1.2,1.6,"98.8",12,2.1,23.3,28.2,1.2,23.2,96.2,1017.2,10.1,2.6,4,27.8,28.9,4958.4
"459","B1012","2012WSRYT",119.9,89.2,1.2,1.6,"95.4",12.5,6.1,24.5,33.1,1.4,31,117.5,1098.1,9.8,2.5,3.9,25.5,30.4,4564.4
"460","B1019","2012WSRYT",116.1,85.4,1.2,1.3,"91",12.2,4.4,24.6,30.8,1.1,23.2,108.5,1073.1,10.1,2.3,4.5,25.3,29.4,5618.8
"461","B1075","2012WSRYT",124.5,96.7,1.2,1.3,"99.4",12.7,2.5,25.6,32.4,1.2,25.2,113.5,1075.3,10,2.3,4.3,24.1,29.3,4332.4
"465","A1323","2012WSRYT",112.1,100,1.2,1.3,"89.3",12.8,3.3,22.1,29.9,1.1,21.3,94.3,1026.8,9.9,2.3,4.4,25.3,27.9,5183.1
"466","A1322","2012WSRYT",109,93,1.3,1.4,"81.1",12.1,3.1,24.7,31.3,1.1,22.4,105.6,1029.1,9.9,2.5,4.1,25.8,28.1,5345.4
"467","A1282","2012WSRYT",135.2,91.3,4.3,1.4,"115.6",13.4,5.7,24.2,38.3,1.1,29.4,109.4,1144.1,9.5,2.8,3.4,27.8,32.9,3474.4
"468","A1288","2012WSRYT",123,85.9,3.9,1.3,"97.9",12.5,5.1,25.4,32.1,1.2,24.8,108.8,1031.7,10.2,2.3,4.4,25.5,28.4,4882.8
"469","A1285","2012WSRYT",120.7,87.3,1.9,1.6,"99",12.8,6.5,22.2,27.9,1.2,21.8,98.4,1031.7,10.2,2.4,4.3,24.8,28.5,4926.4
"470","A1330","2012WSRYT",121,100.2,1.3,1.4,"97.8",12,2.3,23.7,29.5,1.2,23.5,110.8,1074.1,9.9,2.2,4.5,24.4,28.5,4798.8
"471","A1326","2012WSRYT",121.4,90.1,1.2,1.3,"97.7",12.6,6.8,24.1,32.1,1.1,23.4,107.9,1085,9.5,2.5,3.9,24.9,29.2,5246.4
"472","A1266","2012WSRYT",102.6,85.1,1.2,1.9,"76.6",13.2,4,22.7,34.1,1.2,27.6,106.2,1046.2,9.8,2.3,4.3,23.5,28.5,4652.4
"473","A1324","2012WSRYT",130.6,87.7,5.3,1.4,"107.1",12.1,3,26,32.9,1.1,24.4,107.8,1053.9,10.3,2.4,4.3,25.8,29,4362.4
"474","A1281","2012WSRYT",132.4,86.8,4.6,1.9,"108.3",12.7,2.1,25.7,33.3,1.2,27,118.5,1199.9,10,2.3,4.3,24.7,32.2,5509.8
"475","A1292","2012WSRYT",107.9,95.3,1.2,1.3,"80.6",11.3,2.8,25.4,31.7,1.2,25.1,106.8,957.6,9.8,2.4,4.1,27.6,27.2,4888.4
"476","A1280","2012WSRYT",121.2,89.7,1.2,1.3,"97.5",12.3,6.2,24,32.9,1.2,26.5,115.1,1079,9.6,2.5,3.9,27.1,30.1,4813.1
"477","A1289","2012WSRYT",127.1,88.7,4.6,1.3,"100.6",12.8,4.8,27.1,32.8,1.1,25.2,112.9,1066.5,9.8,2.4,4.2,25.2,29.9,4072.1
"479","A1293","2012WSRYT",119.7,86.8,3.9,1.3,"96.4",13.5,3.5,23.5,30,1.2,23.2,95.7,1063.7,9.7,2.4,4,24.4,29.2,4976.8
"480","M1428","2012WSRYT",118.3,87.8,1.2,1.6,"95",13.8,5.4,23.4,27.6,1.1,20.1,98.9,1187.7,9.3,2.5,3.7,24.8,31.4,5031.1
"481","A1291","2012WSRYT",116.5,92.5,1.2,1.6,"92.5",13.2,2.5,23.8,33.8,1.1,25.8,101.6,1065.7,10.1,2.3,4.3,24.6,28.7,4580.8
"482","A1290","2012WSRYT",123.5,85.4,1.2,1.3,"97.8",13.4,3.8,26,31.1,1.1,24,111.9,1217.6,10,2.4,4.3,24.5,32.6,4409.8
"483","A1284","2012WSRYT",120.6,87.8,1.2,1.3,"93.5",13,6.3,26.8,36.1,1.1,27.2,108.1,1141.1,11.2,2.3,4.9,27.3,32.3,4963.1
"484","A1329","2012WSRYT",127.1,94.9,1.9,1.3,"103.9",13.3,3.6,24.3,32.1,1.2,26.7,97.8,1134.8,10.3,2.4,4.2,26.5,31.1,5291.8
"485","A1271","2012WSRYT",112.2,88.7,1.2,1.6,"86.6",14,3.5,24.5,32.1,1.1,23.4,106,1167.5,9.8,2.3,4.3,24,32.2,5894.1
"486","A1278","2012WSRYT",116.5,93,1.2,1.6,"94.9",12.6,8.2,21.7,31.4,1,21.5,104.7,1111.8,9.4,2.5,3.9,24.7,29.3,5259.4
"487","A1325","2012WSRYT",121.8,101.9,1.2,1.3,"101.2",12.5,4.5,21.4,25.9,1.1,19.9,82.5,959,9.8,2.5,4,26.5,27.1,4234.8
"489","A1283","2012WSRYT",123.1,92.5,1.2,1.3,"99.5",12.6,6.3,24.2,27.2,1,19.2,101.7,1045.5,9.8,2.4,4.1,26.7,29.4,5186.4
"494","M1379","2012WSRYT",119.2,93.7,1.3,2,"97.3",11.9,5.7,22.4,32.4,1.2,26.2,132.6,1111.4,8.8,2.4,3.7,23,29.4,3530.1
"497","M1410","2012WSRYT",126.2,95.7,1.3,1.4,"103",12.9,3.2,24.9,31.5,1.1,23,106.3,1072.1,10.4,2.4,4.3,23.2,28.7,4294.4
"498","B1037","2012WSRYT",134.6,93.9,4.3,1.4,"113.8",12.8,5.2,24.9,30.2,1.1,22,98.1,1072.2,9.7,2.6,3.7,27.1,29.9,4594.1
"499","B1035","2012WSRYT",125,89.2,3.9,1.6,"98.7",11.9,4.1,26.7,32.7,1.2,26.2,118.8,1134.9,9.8,2.5,3.9,28.2,32.2,5111.4
"500","B1034","2012WSRYT",125,87.3,3.9,1.3,"102.3",13,4.9,23.6,30.2,1.2,23.3,94.8,1032.8,9.9,2.5,3.9,26.4,28.9,5034.1
"501","B1227","2012WSRYT",124.1,99.3,1.3,1.4,"100.8",13.5,2.5,24.5,30.5,1.1,23.1,101.6,1095.3,10,2.5,4.1,27.1,30.8,4983.4
"502","B1085","2012WSRYT",118.7,93.9,1.2,1.6,"94.8",12.4,4.1,23.9,34.3,1.2,27.5,125.1,1094.7,9.5,2.2,4.3,19.5,27,4305.4
"503","B1032","2012WSRYT",122.5,89.5,1.3,1.4,"96.9",11.8,3.4,25.9,31.7,1.1,23.2,104.9,1015.5,10,2.5,4,26.2,27.8,4171.8
"504","B1028","2012WSRYT",143.5,88.3,6.6,1.3,"118.8",13.2,10.6,27.6,40.8,1.3,35.8,124.4,1229.6,9.2,2.4,3.8,24.4,33.1,2941.1
"505","B1165","2012WSRYT",123.9,94.9,2.5,1.4,"100.1",12.1,2.5,24.5,36.9,1.3,31,117.4,1036.2,11.1,2.2,5.1,23.5,28,4284.1
"506","B1122","2012WSRYT",120.5,93.9,1.2,1.6,"97.9",13.3,2.7,22.9,29,1.1,20.8,112.6,1083.6,9.6,2.4,3.9,23.9,29.9,4898.4
"507","B1163","2012WSRYT",130.7,93,1.2,1.3,"104.1",11.5,2.9,27.7,35.5,1.2,28.9,114.9,999.5,10.7,2.5,4.3,28.3,29,4546.4
"508","B1036","2012WSRYT",127.5,90.6,1.2,1.3,"101.6",12.1,4.3,26.7,33.2,1.1,25.3,120.6,1127.3,9.8,2.5,3.9,26.9,32,4794.4
"510","B1080","2012WSRYT",122.8,94.8,1.3,1.4,"99.5",12.3,2.7,24.2,31.9,1.3,27,108.9,1063.1,9.9,2.4,4.1,24.8,28.8,4524.4
"512","M1370","2012WSRYT",124.8,93.9,1.3,1.4,"103.3",13.2,5.9,23.3,30.6,1.2,24,113.2,1197,10.1,2.5,4.1,26.7,33.1,3569.8
"513","B1166","2012WSRYT",116,98.6,1.2,1.3,"90",11.9,3.4,25.4,31.1,1.1,22.2,108.4,1009.6,9.9,2.4,4.2,25.3,27.6,5157.1
"514","B1082","2012WSRYT",126,102.9,1.2,1.3,"103.8",13.1,2.6,23.3,30.8,1.1,22.7,104.3,1095.8,9.9,2.3,4.3,25.1,30,4741.4
"515","B1235","2012WSRYT",122,91.6,1.2,1.3,"97.2",12.5,6.3,25,36.9,1.2,29.6,108.2,1125,10.5,2.3,4.5,25.5,30.8,5525.1
"516","B1231","2012WSRYT",121.2,95.8,1.2,1.3,"98",12.4,6.9,23.6,31.4,1.1,22.3,99.6,1048.7,9.9,2.3,4.2,25.1,28.1,4623.8
"517","B1230","2012WSRYT",114.3,101,1.2,1.3,"90",12.2,4.5,23.7,29.4,1.1,21.2,96.7,1011.4,11,2.3,4.7,23.7,27.3,5293.4
"518","B1229","2012WSRYT",117.7,100.2,1.3,1.4,"*",12.6,4.3,24.2,31.7,1.2,24.5,106.8,1160.9,11.5,2.2,5.3,24.9,31.4,4182.1
"519","B1228","2012WSRYT",113.7,94.4,1.2,1.3,"90.8",11.8,7.5,22.5,26.4,1.1,19.1,105.4,1075.3,9.8,2.3,4.2,24.8,28.5,5130.8
"520","B1225","2012WSRYT",119.3,103.8,1.2,1.3,"93.5",11.3,2.3,25.6,29.6,1.1,21.6,93,919.8,10.9,2.5,4.4,27.3,26.4,5170.8
"521","B1164","2012WSRYT",122.3,102.9,1.2,1.3,"99.3",12.5,4.7,23.6,32.5,1.2,25.1,97.7,951.7,10.2,2.2,4.6,25.1,25.2,3353.4
"522","B1083","2012WSRYT",109.6,88.3,1.2,1.3,"86.3",13.2,3.9,22.3,30.8,1.1,23.8,96.6,1064.2,9.9,2.4,4.1,23.6,27.8,5114.1
"523","B1018","2012WSRYT",110,86.8,1.2,1.3,"83.6",12.9,3,25,31.1,1.1,22.2,108.2,1030.1,10.5,2.3,4.7,23.3,28.2,4614.4
"524","B1017","2012WSRYT",104.9,86.4,1.2,1.3,"80.1",14,6.3,23,29.1,1.1,21.5,91.7,1054,10.1,2.4,4.3,27.5,29.3,4503.8
"525","B1065","2012WSRYT",94,86.4,1.2,1.6,"66.2",13.8,2.3,24.3,29.4,1.1,20.9,107.2,1076.4,10.9,2.1,5.3,22.8,28.8,3932.1
"526","B1016","2012WSRYT",127.8,97.2,1.2,1.3,"105.5",13.5,2.7,23.7,31.5,1.1,23.8,92.5,1045.1,10.2,2.4,4.2,25.2,28.9,4721.4
"527","B1039","2012WSRYT",114,90.6,1.2,1.3,"87.4",13,4.8,25.7,33.9,1.1,25.2,112.8,1158.7,9.6,2.3,4.3,23.4,29.5,4595.8
"528","B1038","2012WSRYT",118.8,86.4,1.2,1.6,"92.5",13.9,3.2,26,31.5,1.1,24,90.7,1095.9,10.7,2.3,4.6,27.9,30.7,4795.1
"529","M1371","2012WSRYT",114.9,89.2,1.2,1.3,"91.8",14.2,4.8,22.8,30.9,1.1,23.8,94.4,1110.8,10.5,2.3,4.7,24.1,29.5,4268.1
"531","B1033","2012WSRYT",126.4,90.4,3.3,1.4,"102.8",12.1,6,25.2,34.1,1.1,24.7,121.9,1101.7,10.1,2.4,4.2,26.3,30.6,4645.1
"532","B1234","2012WSRYT",133.4,94.9,1.2,1.3,"112.3",13.3,6.3,23.3,32.3,1,22.7,100.4,1142.6,9.9,2.5,4,23.4,29.3,5327.8
"533","B1233","2012WSRYT",114.6,93.9,1.3,1.4,"88.8",12,3,24.3,33.1,1.1,25,130.9,1112.3,9.8,2.5,3.9,24.1,29.7,3958.4
